20000 200 7 0.578323699788515 0 1
0.793233312109613 0.441752004900952 1.98438709079992 0.96778613101753 0.927939808748549 -0.725383627472773 -2.34453053261711
-0.583066231141627 0.497203668145405 2.63749412924895 0.13824425754648 0.44159048894431 -2.7104369547932 -1.67777727975301
-1.118857591497 -2.55084320581377 1.69391378612428 0.519719850057368 1.04674947072825 -0.406954211855603 -2.3656255688361
-0.146629476375012 1.32159129799571 4.43203587968573 4.17941146482608 -0.212598784013643 -0.200952752922868 -1.05950608471367
-0.163650779181926 0.756885135129886 1.05806354282821 1.17090381125031 0.654322171908923 -3.16626481107007 -2.29811181087369
-1.49633188423435 -0.241062359424199 4.10284885576266 1.6630600189526 1.19190526090169 0.170736406920906 -1.45128862454649
-1.25824402016073 -2.70861778564016 2.37058458320537 0.294920268822922 0.974141076016757 -0.1435351060577 -2.03766937619388
0.0666326921260423 1.98366926458732 3.63616112759832 1.44905381132579 0.600948331783375 -3.0585278303453 -3.68704113275034
-1.12173993908672 -0.0310908790085336 1.46261186606781 -0.0154131018924112 0.152951002502247 -1.72497011841895 -1.45964806544342
-1.20834838403828 -1.12522042394525 1.47831382892905 0.136016069507582 0.171138871531497 -0.72412195851763 -2.14701677755476
0.616039192971787 -0.579890374280091 2.11219249654778 -0.637601302019506 0.991784184015031 -0.650017383219386 -2.16444644488596
-0.705274943523232 0.516677510265747 3.6736490285342 2.90012938271367 -1.01257453183732 0.444693281482912 -1.39776750666692
-0.347087007315487 2.07052456269257 2.6274178783061 1.23560801133237 0.894472853732018 -1.92681317642926 -3.72101445214672
0.351577621803477 2.64024379355124 2.14999669246961 0.48860639292256 0.468136130444585 -1.60688627934751 -3.77201303601914
-1.88837465498907 1.45235874473231 1.61088668392634 1.45938049834826 -0.125087857880887 -0.508578755608426 -1.74608633839927
-1.13571407223821 -3.49787179152303 3.218029880829 1.04521320800093 0.448603165813941 -0.526801834535408 -1.62972963487598
-1.24746564840766 -2.31470442711486 1.46857321962555 0.565071403212713 1.92518254037812 -4.15706842747741 -2.72010638398086
0.39241563733112 1.77551832687052 0.405778282952542 -1.28201245557464 1.61678122480566 -2.99607685554989 -3.11446883209129
-2.99495824169355 -0.828150753919035 3.00711767599258 1.15084000668818 0.76181597584469 -2.37076716036597 -1.90836389197211
-0.911657009878757 -0.576227628758269 2.57749335481033 1.52574957486148 0.657751879335888 -0.9506226734117 -1.20103447238953
-1.56212010951856 -2.3494428515041 2.7221269612442 1.82389785417651 0.502607470177001 -1.02200028969688 -2.32960450772249
-2.17159878130384 0.297671758697033 2.11182512591938 0.743978089889665 0.463263563081823 -1.48275324858502 -3.95546491036319
-1.00687318443122 0.45584737501283 4.05755895276108 3.39465771541093 0.541259153726412 -1.25327728226621 -2.43870276857071
-1.58920246932741 -0.962494455405142 0.526976216592628 1.3692752991055 1.06256575898981 -1.45040065935275 -2.17702362413984
-0.55271221132675 -0.177975387151491 1.6977477219004 0.34545079824189 1.20740070868475 -0.0792937043717219 -2.31730708140854
-1.63853936603831 -0.0135630816214872 5.62428551097768 2.67361836854739 -0.516275607058581 0.0970665581219419 -0.682459451424642
-0.590310289101139 -1.41472027564948 3.29681745337888 1.3748678525233 2.39043870626235 -0.869149527199157 -2.20440912288712
-0.0208956825000546 0.424182872501334 0.248521002568391 0.229644387197972 -0.2079685805672 -1.15876675996581 -1.75894140276052
-1.50148139334087 -1.80060969879865 1.98548937562403 0.645743511211137 -0.186146507300604 -1.0903333947578 -3.60334808749538
-0.7189566131231 1.63407480077562 3.23677876110407 1.99591047573782 0.103995548778848 -0.968338749358724 -2.95245447288677
1.09264592365364 0.509212959825864 1.92708256081593 0.819094400589461 1.64144525345064 -2.28379233192308 -3.27076348137944
